tenure,MonthlyCharges,TotalCharges
71,77.55,5574.35
33,74.75,2453.3
38,57.15,2250.65
47,19.65,973.1
72,108.2,7840.6
52,19.65,928.4
53,24.6,1279
5,83.15,446.05
49,43.8,2106.05
63,63.55,4014.2
1,24.4,24.4
53,94.85,5000.2
44,85.15,3670.5
51,96.4,4911.05
46,55.65,2688.85
66,25.3,1672.35
47,63.8,3007.25
48,69.55,3435.6
46,69.1,3255.35
25,104.95,2566.5
32,19.8,607.7
68,24.55,1657.4
3,56.15,168.15
1,50.6,50.6
72,25.4,1797.1
15,19.5,239.75
30,20.7,587.1
51,98.85,4947.55
64,20.2,1277.75
44,89.15,3990.75
52,95.65,5088.4
2,75.8,160.75
1,85.05,85.05
70,48.4,3442.8
3,20,61.7
36,85.85,3003.55
45,62.7,2791.5
49,107.95,5293.2
14,86.3,1180.95
1,44.75,44.75
24,20.4,482.8
17,98.6,1704.95
11,19.25,180.3
2,71.3,157.75
33,105.35,3465.05
10,80.05,830.7
57,90.65,5199.8
50,109.65,5405.8
67,105.4,6989.45
47,100.05,4871.05
1,69.8,69.8
1,43.3,43.3
72,74.55,5430.65
71,49.35,3515.25
42,20.65,958.1
33,51.45,1758.9
63,108.5,6991.9
53,94.45,5042.75
71,19.7,1415.85
31,94.5,2979.2
7,70.75,450.8
47,74.05,3496.3
35,19.7,730.4
1,44,44
70,39.15,2692.75
1,89.3,89.3
33,24.25,838.5
61,59.8,3641.5
1,44.45,44.45
72,114.45,8100.55
5,80.15,385
58,20.3,1160.75
62,100.15,6413.65
7,23.5,173
51,60.5,3121.45
24,19.55,470.2
27,95.55,2510.2
64,92.85,5980.75
66,49.4,3251.85
8,19.45,159.2
58,109.45,6144.55
22,89.25,1907.85
5,19.95,107.05
2,91.4,193.6
6,98.25,560.6
19,88.2,1775.8
27,49.85,1336.15
66,105.65,6844.5
32,81.1,2619.25
2,79.65,152.7
39,99.75,4036
3,75.85,256.6
70,26,2006.95
27,19.55,520.55
49,84.35,4059.35
61,106.35,6751.35
69,19.75,1375.4
22,50.6,1073.3
11,70.2,760.05
16,85.05,1391.15
42,73.9,3160.55
7,78.55,522.95
20,19.5,413
53,19.55,1007.9
67,75.5,5229.45
30,101.3,2974.5
60,105.9,6396.45
70,84.7,5991.05
55,113.6,6292.7
15,20.55,295.95
56,104.75,5841.35
34,100.85,3527.3
35,69.15,2490.15
9,83.3,803.3
1,45.95,45.95
70,19.2,1401.4
11,20.6,233.9
9,20.15,163.7
72,104.15,7303.05
55,56.8,3112.05
72,23.55,1723.95
72,78.95,5730.15
39,100.45,3801.7
43,56.15,2499.3
2,44.6,80.55
5,80.6,415.55
22,25.25,555.4
9,65.6,593.3
3,19.95,58
27,75.75,1929
10,19.95,219.5
72,90.35,6563.4
29,80.15,2265.25
2,20.05,39.25
2,86.25,181.65
18,68.35,1299.8
37,55.05,2030.75
67,118.35,7804.15
60,44.45,2773.9
24,94.6,2283.15
35,95.12965556,3254.876607
56,111.5138333,6419.674502
3,55.23065227,161.5897312
9,37.78785575,332.1048638
8,85.0882799,762.2931613
53,75.21999375,3922.67478
3,35.35741187,98.78473706
1,93.92967799,93.92967799
8,84.73037109,668.1195809
9,86.47576881,830.0345482
58,97.89391714,5736.870903
62,101.4864467,6402.401574
54,100.5028344,5519.912453
1,70.86515858,70.86515858
31,76.90382705,2404.59564
19,88.0286335,1748.074345
4,74.52849897,303.9272215
1,45.00865546,45.00865546
2,65.81904751,134.6498233
49,91.75846696,4521.501788
4,78.36350185,304.6048529
58,82.93284518,4806.28278
17,88.54375907,1553.910352
5,70.0534972,330.7537337
25,89.43410609,2187.524827
8,101.310549,823.0688835
3,84.96061213,236.1222301
15,85.35049935,1358.101802
1,80.82329064,80.82329064
15,20.16799903,322.5053416
3,22.59002489,76.17315593
4,87.09160163,372.2708002
37,84.39761549,3184.469913
19,100.71206,2019.707345
8,85.73398901,739.5283351
29,99.53422876,2905.694443
9,26.6357834,247.122307
50,102.096629,5136.881898
1,88.50209213,88.50209213
1,33.06089748,33.06089748
58,108.4409478,6280.661337
25,89.97079472,2361.676655
3,74.61150208,274.8318782
9,23.16575269,215.0107367
2,44.61686894,78.64381023
1,20.27381538,20.27381538
58,108.0046544,6404.259833
4,88.10933251,424.2436444
2,80.25166959,171.8283781
13,77.52687834,1006.165055
21,55.30803207,1205.943893
1,75.07942063,75.07942063
8,76.99784472,627.0733746
1,75.06200413,75.06200413
49,88.10577079,4358.071857
31,84.55406312,2564.816283
11,48.18368546,503.0815969
4,71.77751456,312.347149
13,23.02580469,295.3477528
1,75.03268336,75.03268336
2,72.49204928,143.300629
3,31.64861673,96.76992751
5,43.8595082,213.5140181
29,97.06723253,2807.643896
1,19.12570832,19.12570832
1,89.18787917,89.18787917
38,93.81512639,3605.82838
15,41.78828564,675.2407931
1,73.9435998,73.9435998
49,88.36294803,4366.789825
3,55.1233244,156.7491963
43,84.78601437,3615.706796
1,19.58257648,19.58257648
22,79.54259645,1771.456592
61,104.0419352,6385.128768
1,81.19767378,81.19767378
22,89.87112712,1924.114329
11,99.33888976,1200.898712
6,105.2288074,545.2326022
21,71.2113844,1553.987703
20,95.2563845,1845.770032
1,59.24652715,59.24652715
8,82.66203204,651.8999815
16,20.12641435,330.8092826
5,90.90800626,454.46494
6,104.2594719,544.4207109
24,86.71121571,2040.27325
10,98.68948522,1060.989126
32,83.62811461,2646.555396
1,49.37183471,49.37183471
1,19.96005146,19.96005146
58,106.8278306,6111.686524
70,108.0995324,7530.410283
14,43.97498967,671.6260375
15,79.52609859,1216.948695
53,102.3776498,5595.605035
1,69.22711229,69.22711229
28,78.86766609,2096.306665
1,74.48007128,74.48007128
4,83.0686118,327.3982459
1,19.4248517,19.4248517
6,54.8299532,390.8916478
18,95.79234323,1778.194262
5,69.82171198,418.0208647
4,90.59380959,386.6123776
54,96.54472644,5123.682542
1,76.87689383,76.87689383
12,76.41244212,946.8084514
70,114.6505514,7990.861294
13,83.27472869,1112.068607
4,28.91549522,131.0921511
11,103.0032432,1133.420224
1,69.88383676,69.88383676
17,80.87457402,1401.37567
34,91.42072782,3031.079404
8,74.35549308,606.7952239
1,51.16454845,51.16454845
1,79.15147369,79.15147369
34,87.73704095,2913.864747
26,97.65647378,2517.66525
5,85.19640233,401.4506404
11,100.5864083,1130.363469
54,86.63730416,4874.403174
1,50.72027429,50.72027429
39,94.90179163,3641.212708
46,64.17426652,2931.390893
3,76.5144565,229.8982624
38,71.16456469,2534.98754
36,94.72194202,3362.723154
27,100.1827741,2749.69527
5,87.71055878,466.8751036
18,89.54330478,1621.195862
1,74.149829,74.149829
39,84.85966144,3302.803134
1,30.27427167,30.27427167
4,51.98072832,200.5752062
16,96.75806939,1583.768219
14,48.79994851,678.2570509
8,19.71505116,151.7451252
1,36.78053426,36.78053426
1,25.14256748,25.14256748
1,60.12809138,60.12809138
13,79.28289915,1127.214794
12,52.75860546,692.8515817
32,83.60433885,2646.633478
1,68.98277484,68.98277484
10,105.7422019,1048.9163
29,88.41329642,2698.067974
5,45.97148686,219.198561
37,77.30453401,2858.791135
19,96.56536232,1895.582296
1,50.51098318,50.51098318
68,111.7470771,7739.814353
58,78.05566689,4494.257627
57,99.74214947,5776.152193
28,94.19633791,2565.612268
11,97.67651761,1212.100543
41,58.8608462,2331.088254
46,59.82006454,2817.205881
60,103.9773878,6245.040263
2,19.54946668,34.57824489
1,43.84618957,43.84618957
4,81.63272084,343.3483608
5,60.35832728,311.4298761
12,56.01659202,548.7424452
2,44.43248645,81.2063307
31,77.37279368,2362.100989
3,54.79399544,195.1422791
13,76.08946721,1001.172662
42,78.0732826,3361.531388
12,98.63028307,1166.400785
1,75.19467524,75.19467524
10,78.64740294,831.5612438
3,55.45879156,168.7697041
3,74.73591641,221.1866099
12,79.08609192,901.3009162
1,25.24937514,25.24937514
11,92.06817455,1090.061658
19,74.69907405,1425.97588
51,94.67664099,4817.163524
41,78.79018108,3359.096171
10,20.52323569,214.7964786
7,93.32965403,636.6014878
18,95.18400498,1779.857053
4,82.97543359,335.5577623
40,79.05310905,3112.394627
2,77.77997604,187.7114863
1,78.76877484,78.76877484
5,80.31537457,382.4026464
52,99.68075338,5138.405682
1,100.1517807,100.1517807
17,88.70530192,1474.096017
3,73.36913569,204.8154664
3,74.10434469,230.1413106
41,99.14838366,4198.882207
30,82.45297046,2422.752206
5,40.36937549,211.301202
63,106.1723738,6894.81261
20,92.4305024,1902.929223
16,89.75959506,1539.262638
16,72.94176287,1191.461943
1,45.95,45.95
46,46.60616013,2149.848811
1,51.18673711,51.18673711
4,84.37035025,331.167395
25,95.64604795,2500.393323
30,85.90690582,2589.788618
1,80.16901109,80.16901109
5,24.68675368,133.3422054
1,50.87532575,50.87532575
5,77.6938635,414.4566021
3,101.3808429,330.3590831
11,101.3580295,1130.46858
2,94.41086065,181.158411
1,79.9367504,79.9367504
59,106.0087913,6256.314052
22,79.19069755,1742.790957
62,65.42245862,3948.998272
8,87.56482389,746.1472382
5,90.3886925,457.9013532
11,40.3110938,400.1764902
65,107.0808611,6963.216931
16,93.20135934,1479.30012
48,93.7001029,4522.289789
25,81.95868788,2091.966764
14,89.7497235,1261.427083
4,90.91163768,367.9055298
2,62.01568829,93.47629101
1,25.31144235,25.31144235
2,44.98866417,121.2510247
58,95.85849224,5604.014202
51,105.8392535,5611.932157
4,84.638094,362.3475463
42,102.4500316,4285.117193
58,109.0008881,6144.744615
16,51.62458201,820.3534783
29,66.73117436,1976.627001
4,74.55300264,322.7350863
7,20.55405331,143.6925962
48,92.92273879,4589.734908
13,83.39193106,1120.775703
45,101.9223549,4539.897344
33,88.37194806,2813.589609
1,95.10361078,95.10361078
53,101.5082463,5541.131935
14,84.28408642,1178.345694
29,93.07572232,2755.118805
3,52.29470554,175.2285734
1,20.19415454,20.19415454
3,104.8112573,319.7198176
1,23.91671843,23.91671843
1,70.57014765,70.57014765
5,91.20550475,451.6139128
8,50.28707154,396.6233209
11,39.69164642,433.929908
2,27.63139436,78.01638876
24,25.20722955,692.1672396
1,19.5829455,19.5829455
34,106.9754607,3556.139132
7,32.23400209,260.1967806
13,48.81175807,677.3615574
1,74.94527624,74.94527624
33,85.51334364,2748.462634
61,104.3195252,6386.82013
29,95.89387655,2751.346286
2,22.16593477,37.83086407
67,114.9763769,7793.903187
60,104.4748723,6239.120799
67,114.1978594,7820.372779
66,105.3034538,7004.129231
1,50.02604845,50.02604845
9,82.61904561,801.6606654
1,70.41784105,70.41784105
7,72.68354301,544.7793625
1,50.56799159,50.56799159
11,80.48395096,867.0058522
11,71.05351453,763.721564
29,87.89686664,2478.907709
2,90.88869238,191.5965556
4,80.43584299,320.1563613
14,21.54856995,299.5458334
1,43.34448804,43.34448804
12,96.12484887,1209.752539
4,50.88997477,204.6038065
1,50.45158183,50.45158183
8,91.81136978,770.9583624
6,86.1012047,562.0040039
28,80.70118889,2180.66979
1,45.81005467,45.81005467
1,52.25175126,52.25175126
3,75.90963613,228.253984
5,46.78451898,220.5232215
9,71.67692093,659.9227647
1,81.80236946,81.80236946
2,44.87474792,82.64231111
33,79.37160619,2532.3334
44,87.25989344,3941.721827
20,74.04860708,1553.969915
1,19.85656727,19.85656727
60,104.6709984,6271.555
34,65.94810445,2256.234884
13,92.79329823,1258.388872
42,100.0452119,4213.149209
59,106.6178261,6253.508801
14,83.1461627,1180.240387
17,81.11611022,1406.542445
13,90.68578358,1134.88375
17,90.50433114,1553.916422
37,98.86080862,3748.861625
14,89.28043494,1266.986813
6,29.43950994,210.0786371
1,45.64587448,45.64587448
4,23.57521861,106.9436792
20,74.08391409,1499.735679
3,52.31552927,200.3114451
8,20.11844548,156.7580277
1,69.76764735,69.76764735
45,97.07310785,4399.193068
69,110.2196801,7751.187714
4,49.65709143,212.9766319
7,70.26514952,450.9038965
34,108.9752591,3578.165897
1,37.81146593,37.81146593
14,21.68598906,288.6352915
8,88.99393959,765.3305759
54,86.16152031,4876.923861
44,99.37971975,4526.638369
55,22.78087202,1180.997064
21,63.86429535,1422.573624
68,110.0955777,7491.002665
1,45.41827399,45.41827399
1,54.43298799,54.43298799
26,89.22375178,2376.58259
63,89.99034648,5709.769739
23,95.37863904,2114.211214
1,95.16742248,95.16742248
8,85.36089228,747.9533482
1,70.67987218,70.67987218
4,46.93323607,221.1289152
4,98.57088097,444.6089117
47,94.09333211,4515.182255
60,105.5102803,6394.075429
63,104.9197762,6857.107556
7,75.21863603,633.2682242
1,20.45386266,20.45386266
68,109.8881928,7594.586966
1,69.94573229,69.94573229
1,55.15561064,55.15561064
46,98.88117506,4534.204519
59,82.26731884,4804.526467
38,88.88768587,3381.443335
8,84.51078123,672.0549276
1,69.93936291,69.93936291
7,84.82839605,647.2397545
3,35.76326598,93.49652325
1,49.78653408,49.78653408
27,45.015342,1183.460291
1,89.06459815,89.06459815
36,79.90555824,2873.485824
9,97.83045509,923.7722433
10,78.38549043,793.6352333
2,71.88034887,142.086786
3,84.36361907,242.5756517
33,73.06281511,2407.724341
10,24.49741689,243.4607527
1,85.38254272,85.38254272
1,20.45728773,20.45728773
31,96.89541497,3023.523878
41,95.77111677,3961.580634
38,68.19246204,2492.741113
3,50.69152706,169.161101
2,68.77173837,119.2894908
70,49.36173747,3515.258678
8,84.4959883,762.4929249
12,95.73834012,1166.307107
45,102.1028478,4615.848139
9,76.985131,685.3264368
19,47.12558155,902.2497674
4,77.54862246,329.1678007
26,96.17467828,2511.110548
40,63.36557778,2498.294973
21,73.16965597,1553.975425
30,70.5260862,2088.769025
37,59.57233485,2180.424913
15,67.44758253,995.7491003
5,92.6494868,498.0061344
59,106.2499802,6252.997019
27,93.33349962,2514.58954
52,26.53001453,1335.78836
23,75.56444672,1756.689011
37,95.94746701,3475.21078
4,47.85244938,228.5177776
30,87.96545335,2556.285193
12,96.44003595,1195.755224
43,52.91914139,2142.789867
12,94.95702698,1145.362047
71,109.9276351,8065.701591
1,50.64507565,50.64507565
5,85.51819429,479.8297617
45,87.71956811,4064.228089
15,76.35527171,1281.154172
4,91.17871387,364.2534454
17,79.24641759,1426.489064
5,78.40160174,410.3024675
7,100.8201651,686.3460724
24,100.4906373,2490.601603
24,65.36545871,1615.548584
7,79.68707876,524.5241296
17,70.72353617,1193.874912
40,62.15321322,2495.260571
3,49.01689534,129.2369659
3,27.0836128,97.97932929
47,68.09076057,3236.748662
54,108.4295006,5918.497474
20,41.38857688,880.6135292
25,82.922021,2048.211341
9,92.51379356,855.668635
1,69.12792522,69.12792522
1,80.50828483,80.50828483
15,49.14044224,767.3905761
1,19.94005719,19.94005719
3,55.14676917,158.8592249
4,21.22692782,113.3661131
30,91.75826937,2748.949825
8,86.59805307,761.169521
1,91.1508234,91.1508234
19,82.93222789,1632.159526
2,83.13058193,183.8519422
3,62.33147889,155.5007622
4,84.77456005,370.3990428
1,19.69323302,19.69323302
1,91.43217423,91.43217423
32,88.69456007,3004.557767
69,114.5786281,7729.27652
64,107.0007154,6917.803502
5,84.30858684,446.5696086
39,73.31986528,2811.862797
1,80.51313334,80.51313334
13,72.20962343,940.2634557
12,88.33253742,1096.283327
4,78.25717707,301.1983249
63,107.3942376,6875.427906
7,78.92127146,573.6303587
1,49.34170023,49.34170023
1,70.56174709,70.56174709
58,104.4164587,6201.155382
23,51.98963553,1161.073629
20,91.08982245,1825.340841
2,45.07130949,97.66063454
20,95.31752283,1937.422927
23,74.13737851,1757.845817
32,74.78148588,2426.777686
15,69.42154332,1040.26328
2,73.23476411,146.0913068
54,104.3444423,5499.316916
2,50.06998119,107.3492758
1,39.20608738,39.20608738
28,105.5294052,2979.687009
25,95.10918693,2311.004995
4,77.85478308,299.5037257
5,83.41559404,404.5003726
40,77.311597,3073.659025
68,109.9773503,7499.667046
6,44.19337048,268.6234361
35,96.07693683,3476.394428
24,89.99331593,2283.289874
13,89.49227864,1173.797357
4,79.52325356,304.7972797
1,19.85026551,19.85026551
34,106.37902,3549.56964
1,76.01316252,76.01316252
1,45.34037923,45.34037923
8,80.84574277,679.462118
3,20.06613102,55.66611048
20,44.39665598,897.6919158
3,72.97556102,240.175945
28,81.01427427,2268.978242
8,19.65687128,162.9738423
33,73.75801962,2424.441922
2,74.06539846,139.3710838
4,78.38680817,299.3618842
3,74.38813265,228.0404397
1,69.52175151,69.52175151
6,23.36257809,152.3994631
14,69.50779353,994.6355373
1,74.78388032,74.78388032
5,90.80312831,455.4979145
53,104.0798721,5491.923649
49,26.9106857,1091.139853
13,79.22922371,1110.971308
36,84.72388724,3049.003047
5,104.7260936,543.6217575
32,76.48900726,2405.284417
9,87.55220341,855.506135
2,80.01401821,172.4680376
52,42.45398334,2129.086024
32,74.46978317,2402.668306
64,107.4489457,6922.682809
1,25.19202972,25.19202972
46,98.72409663,4572.864943
50,45.41682936,2122.092133
2,73.76146189,145.6741173
4,78.94970403,302.9772443
12,92.16929684,1135.040693
1,90.74963289,90.74963289
53,104.6467927,5279.579926
1,50.84439538,50.84439538
1,80.76994484,80.76994484
2,92.85127489,180.9954633
28,80.56957477,2381.57198
59,107.1362339,6443.220712
12,91.79173581,1135.273489
30,65.64672084,1986.383634
1,94.42045501,94.42045501
23,56.06323392,1400.423487
36,90.73130102,3186.790257
49,89.6524116,4361.709666
7,84.61784924,583.7881601
32,81.48127081,2561.66202
8,103.988175,827.2111938
2,19.87121741,30.96568124
1,75.00458939,75.00458939
58,96.74823149,5687.552607
1,30.61665469,30.61665469
21,76.6385248,1555.813742
1,79.06359455,79.06359455
20,88.06214327,1805.187435
3,29.10181159,79.28303956
64,99.34350339,6547.205357
17,78.49293906,1397.974632
1,19.92306687,19.92306687
56,101.2428846,5509.409021
3,86.48149344,301.5529676
52,109.9816614,5921.269687
17,74.546053,1227.310517
9,84.1192648,761.5032009
1,51.23779541,51.23779541
5,20.43607296,110.882686
24,102.4673536,2483.432196
1,36.88801127,36.88801127
11,99.16872069,1125.187519
18,93.15916275,1706.824066
52,94.63128376,4903.396158
4,91.55000208,398.0402975
34,96.1934527,3210.309495
25,88.17793933,2285.702643
13,90.90632059,1177.078027
30,76.78586392,2392.987089
15,99.36578583,1553.943857
7,92.77511917,706.1640563
66,85.83897027,5686.161908
1,50.40580423,50.40580423
2,93.51055576,183.9401486
8,83.72266149,741.3383969
4,70.52496372,329.1719689
1,70.28883916,70.28883916
56,110.7959745,6423.263962
33,97.4757339,3204.647568
39,80.80946653,3233.76439
54,107.5965851,5930.332977
4,81.97907741,371.714413
36,73.40063719,2560.038479
63,106.3622903,6891.799611
4,100.1512292,385.4630378
9,80.01907488,719.534823
1,80.01130433,80.01130433
24,100.4245855,2490.680981
3,29.61519522,81.31141456
36,96.77346511,3611.24702
4,79.38698937,330.6356184
14,58.67556656,939.6768336
46,23.94511314,1047.253251
11,47.78983063,505.3196926
44,104.3182382,4539.173787
3,54.54373534,195.507175
41,38.57306371,1632.200825
42,61.41802466,2554.08971
65,107.6063557,6961.192684
1,69.83117851,69.83117851
1,20.29950568,20.29950568
43,85.4463827,3617.771377
22,78.40943919,1746.230664
60,106.4696745,6431.223718
1,95.30528596,95.30528596
4,95.64674458,390.2663178
23,54.18054811,1240.200747
2,44.60189508,93.51270879
2,49.13662162,90.32528933
3,66.83837898,192.0091962
13,71.45328731,940.2321425
11,29.37445312,302.2381774
1,93.31371676,93.31371676
10,70.43583944,689.618179
40,102.128076,4136.417649
1,100.1117024,100.1117024
38,96.94021933,3760.093246
1,20.5,20.5
34,89.40040687,3060.946959
4,86.77789584,341.4183176
1,25.25134023,25.25134023
1,74.81987379,74.81987379
1,54.25268206,54.25268206
37,57.76459934,2250.731411
3,71.86222382,211.3946532
11,46.91420793,494.7112883
41,101.8766498,4264.495116
1,25.19568765,25.19568765
1,69.76188878,69.76188878
2,75.45631078,158.4423724
1,94.8740948,94.8740948
25,90.4741291,2116.556904
5,79.52564411,381.5660426
12,32.86925192,406.7704818
23,98.05682662,2187.593173
4,82.0050787,371.7161236
3,51.48873135,176.7083949
31,87.67283021,2749.284222
12,89.51883023,1095.578076
2,46.12466903,89.81781293
41,112.3351289,4548.916359
14,22.26733041,300.4433332
61,95.87673352,5948.43354
44,39.09771988,1606.521043
31,98.27621718,3134.648509
22,105.4814885,2324.254437
1,70.83217475,70.83217475
6,79.3255066,474.4091127
19,44.63304126,893.8774347
1,22.99873696,25.27376067
2,45.69399183,82.17006126
53,103.5717514,5486.635354
18,85.36234909,1549.547015
10,88.59391949,952.0380374
25,89.32801474,2196.779934
26,86.15444132,2184.839177
1,96.73891657,96.73891657
68,110.0798658,7492.154121
20,78.94710042,1581.329668
1,80.59069881,80.59069881
17,90.40264723,1612.359374
64,104.4650716,6891.913841
68,104.6663183,7210.273569
5,66.49683443,315.1621906
30,95.65018969,2818.819638
35,103.1641359,3604.914483
38,87.69256237,3389.448447
1,55.2068607,55.2068607
3,84.87496123,236.6374677
2,76.04432215,161.0162485
25,96.02893347,2502.285871
60,94.1401619,5687.220134
8,100.5668483,843.4083887
5,38.08787527,223.248218
1,70.37701834,70.37701834
7,72.85986291,548.6006549
1,70.74578248,70.74578248
14,78.71801498,1102.159313
57,99.12792503,5797.633885
27,78.38527453,2088.793433
1,78.44883603,78.44883603
21,73.67859068,1564.79469
2,58.76917998,115.9633009
2,45.85268053,80.99128829
5,89.92962866,458.321189
6,80.66500116,503.576897
23,89.81074421,1944.190652
54,102.5746888,5613.416051
1,69.96219383,69.96219383
2,92.63245729,240.9502525
19,95.70622683,1777.847153
3,95.27053146,326.8689811
5,98.07475657,538.7588778
1,45.65776053,45.65776053
6,98.2231861,562.4367523
28,103.4090066,2975.590455
32,95.61434315,3128.613491
16,93.14328604,1482.678043
7,78.15130184,524.5703169
1,20.52190036,20.52190036
1,75.35407955,75.35407955
28,88.39157888,2519.935708
15,84.94392093,1349.100546
17,90.99449472,1613.588319
56,95.96035293,5474.997474
4,78.62987938,333.5866224
2,94.0080878,195.4175457
45,86.34492408,4063.944097
66,101.4422595,6610.895096
10,74.51393129,804.4303913
1,45.27418026,45.27418026
24,33.78570388,797.776099
1,19.39366382,19.39366382
15,86.04834434,1269.871413
1,43.29182034,43.29182034
2,19.45221333,29.01032885
26,87.31492099,2113.187748
4,81.72652467,371.6977977
12,91.41784174,1162.161909
1,79.89565063,79.89565063
1,45.7920554,45.7920554
3,70.31158692,268.426713
52,95.99377838,4992.071004
33,67.97786577,2171.440864
1,75.94599437,75.94599437
14,81.26402988,1134.652382
1,74.46332604,74.46332604
1,79.70812295,79.70812295
28,94.53003918,2648.054607
1,45.70584495,45.70584495
49,98.03840149,4816.729666
32,93.92973517,3054.653734
28,95.28199616,2754.938291
2,92.38567491,181.689585
10,99.44743882,1059.129765
11,95.57419018,1056.970927
18,93.57827799,1779.01149
1,79.51530813,79.51530813
8,95.107737,813.9505794
20,71.15096258,1473.481363
1,45.53246577,45.53246577
8,93.32702763,775.2584105
26,88.64267495,2275.362159
5,91.05859607,455.3276026
1,20.19910547,20.19910547
16,48.72149019,800.271635
43,96.89646316,4149.002778
1,20.02781792,20.02781792
65,100.6768412,6875.392401
55,106.6708303,6085.175072
23,41.04379037,933.4404044
1,70.00729537,70.00729537
9,95.05164644,894.1481874
47,108.8194784,5123.445723
25,84.25018351,2049.248646
46,105.4712352,4873.093179
2,74.57387377,146.7272438
16,65.49067885,990.1369123
56,104.4791146,5793.779635
12,89.63988219,1095.504808
11,96.88679331,1130.634964
1,19.90656693,19.90656693
47,33.38935929,1098.744097
31,86.17913378,2698.515267
2,79.72199089,164.7800911
31,89.87574055,2839.410421
1,20.68260578,20.68260578
11,75.31209573,835.8780739
1,20.48880126,20.48880126
8,63.48228294,526.5629514
2,48.21534834,117.5147842
2,45.49834447,82.62152272
34,88.45576553,3013.11029
3,23.79037718,77.50299127
12,93.81410074,1142.498959
29,74.10215961,2088.780131
41,86.68190329,3588.292581
20,88.67587644,1708.368309
63,83.71887022,5259.975037
12,37.02324995,441.002454
67,91.41226142,6149.013151
1,19.68599742,19.68599742
6,88.56031975,579.9039221
1,84.74675459,84.74675459
5,83.90072431,405.6134445
15,102.68997,1564.24097
2,20.66733243,59.08414124
31,91.85888025,2950.048583
1,90.69394284,90.69394284
10,72.89573603,792.8690074
5,50.48945505,244.3343164
1,80.40056912,80.40056912
13,87.64064208,1210.640391
11,97.54317813,1063.025907
36,82.67311101,2919.227269
1,45.82532813,45.82532813
6,22.86836429,139.929489
1,20.37943379,20.37943379
3,74.25978887,229.8304223
9,75.58268947,746.7646921
59,95.75766154,5631.92335
1,92.08618836,92.08618836
1,84.843419,84.843419
2,84.43516819,244.2773976
70,114.0194329,7722.835944
1,74.73578152,74.73578152
62,101.2793927,6219.767532
33,88.83966748,2915.886328
55,105.3172004,5791.725048
1,19.70579201,19.70579201
51,70.64428444,3585.106138
48,103.3050953,5041.651536
13,89.37029198,1236.182073
66,79.01569681,5274.418873
28,68.92421481,1970.509496
1,50.79393474,50.79393474
2,71.3587371,126.0983299
6,90.2168438,522.5593166
49,103.5590874,5060.559843
15,99.34074359,1587.103454
1,60.02226591,60.02226591
22,78.94968315,1748.682095
3,50.45046828,168.2424512
3,74.92782694,237.2811123
5,94.32657686,498.2194417
71,106.8757853,7712.651632
11,96.73368161,1226.734539
1,52.0854912,52.0854912
23,103.0718233,2493.754091
2,91.00975388,190.951566
18,57.19997362,991.3411019
1,82.2654536,82.2654536
13,77.5257562,1106.285686
22,81.69691894,1749.326086
17,97.95147895,1714.042011
18,87.82261432,1614.964125
63,100.6028192,6250.041838
3,74.4694781,276.0331644
6,45.63221025,288.8685388
15,87.14439602,1350.008821
43,108.2641028,4830.890769
37,77.00849089,2841.016247
9,23.16834106,215.0109466
9,91.26733536,864.9340428
1,75.04111504,75.04111504
1,49.7316974,49.7316974
4,84.3215142,369.3326645
56,25.00887636,1331.016788
65,98.85398897,6559.642198
52,97.20737789,5004.836177
66,97.60623245,6571.696213
1,45.2765606,45.2765606
1,20.78575302,27.49997915
3,19.60466734,59.72199596
40,77.76971101,3061.77733
1,69.63404844,69.63404844
48,30.91031096,1174.51955
26,89.1301509,2277.560488
1,69.83408347,69.83408347
1,20.07479059,20.07479059
17,79.22759441,1426.482126
4,74.79132975,321.9293137
52,95.25695688,4995.956021
4,78.88163687,330.319773
4,76.42526155,306.8723041
38,90.33831957,3474.396555
22,79.72137387,1748.86299
48,67.3522767,3047.751417
1,45.43767797,45.43767797
13,82.30260633,1113.317085
1,20.76626215,20.76626215
1,45.95,45.95
34,99.92950981,3479.571055
41,76.41944068,3230.377605
2,68.76733459,153.5507703
59,95.02934993,5611.112771
63,106.6907791,6868.530525
1,69.37299956,69.37299956
14,27.93433151,399.9773198
6,84.39799354,556.3478899
62,71.47656208,4477.136498
1,69.86102406,69.86102406
31,85.96857003,2756.901243
10,77.9463003,793.1418853
13,25.76429253,328.3467881
8,19.0401941,182.8555224
4,48.44192552,221.094664
1,20.4314126,20.4314126
15,75.13767389,1132.311164
17,80.67809915,1400.640299
1,55.46284477,55.46284477
13,90.6184851,1265.51302
15,85.44471969,1344.42253
3,75.77893393,242.337753
2,26.79078954,78.01308051
41,111.3538015,4535.236212
44,97.25983961,4385.242609
66,109.5769877,7407.018005
8,48.48940151,420.0347388
1,18.85819059,18.85819059
24,91.88391579,2269.199715
7,71.62509773,536.3987578
8,69.31703559,616.5907359
22,80.6330439,1719.616397
25,96.27718813,2503.512958
16,74.80845364,1215.489495
44,106.3279631,4831.855557
13,78.72692456,1111.120912
52,86.54003792,4517.984665
66,94.29471043,6143.860953
3,105.6716884,334.4332192
2,45.59030247,82.94773149
1,95.15198013,95.15198013
1,59.35791867,59.35791867
2,74.56591607,147.15
10,96.35405554,1079.477196
1,70.29209846,70.29209846
67,102.1781036,6996.446871
36,84.75967369,3051.249576
